district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Nandurbar,01,DISTRICT,Total,Nandurbar,,323521,1648295,833170,815125,240222,47985,1141933,906509,792065,664193,127872,856230
Nandurbar,01,DISTRICT,Urban,Nandurbar,,50738,275474,145499,129975,32706,17435,47631,210249,90501,79207,11294,184973
Nandurbar,01,DISTRICT,Rural,Nandurbar,,272783,1372821,687671,685150,207516,30550,1094302,696260,701564,584986,116578,671257
Dhule,02,DISTRICT,Total,Dhule,,408874,2050862,1054031,996831,273507,127571,647315,1293916,936370,825875,110495,1114492
Dhule,02,DISTRICT,Urban,Dhule,,112157,571036,295115,275921,67471,45272,39491,436476,178284,162798,15486,392752
Dhule,02,DISTRICT,Rural,Dhule,,296717,1479826,758916,720910,206036,82299,607824,857440,758086,663077,95009,721740
Jalgaon,03,DISTRICT,Total,Jalgaon,,903643,4229917,2197365,2032552,532005,389273,604367,2891882,1863571,1643955,219616,2366346
Jalgaon,03,DISTRICT,Urban,Jalgaon,,279073,1342711,696851,645860,156329,121555,67296,1014320,435880,384145,51735,906831
Jalgaon,03,DISTRICT,Rural,Jalgaon,,624570,2887206,1500514,1386692,375676,267718,537071,1877562,1427691,1259810,167881,1459515
Buldana,04,DISTRICT,Total,Buldana,,561504,2586258,1337560,1248698,332125,470895,124837,1879874,1219641,1107542,112099,1366617
Buldana,04,DISTRICT,Urban,Buldana,,110220,548860,282318,266542,67155,75758,8661,429116,181044,162405,18639,367816
Buldana,04,DISTRICT,Rural,Buldana,,451284,2037398,1055242,982156,264970,395137,116176,1450758,1038597,945137,93460,998801
Akola,05,DISTRICT,Total,Akola,,395690,1813906,932334,881572,211080,364059,100280,1411281,768154,691025,77129,1045752
Akola,05,DISTRICT,Urban,Akola,,145530,719741,368401,351340,81893,110484,14619,581926,238800,221508,17292,480941
Akola,05,DISTRICT,Rural,Akola,,250160,1094165,563933,530232,129187,253575,85661,829355,529354,469517,59837,564811
Washim,06,DISTRICT,Total,Washim,,259464,1197160,620302,576858,152190,229462,80471,869917,569792,502755,67037,627368
Washim,06,DISTRICT,Urban,Washim,,41061,211413,108575,102838,26607,29275,3067,163161,69220,62166,7054,142193
Washim,06,DISTRICT,Rural,Washim,,218403,985747,511727,474020,125583,200187,77404,706756,500572,440589,59983,485175
Amravati,07,DISTRICT,Total,Amravati,,647451,2888445,1480768,1407677,311391,506374,404128,2251875,1236322,1061544,174778,1652123
Amravati,07,DISTRICT,Urban,Amravati,,217169,1037287,530135,507152,106839,160318,35498,851180,344221,307061,37160,693066
Amravati,07,DISTRICT,Rural,Amravati,,430282,1851158,950633,900525,204552,346056,368630,1400695,892101,754483,137618,959057
Wardha,08,DISTRICT,Total,Wardha,,309846,1300774,668385,632389,128901,188830,149507,1019458,608235,529623,78612,692539
Wardha,08,DISTRICT,Urban,Wardha,,97353,423300,216511,206789,40677,73941,24417,354376,147457,129819,17638,275843
Wardha,08,DISTRICT,Rural,Wardha,,212493,877474,451874,425600,88224,114889,125090,665082,460778,399804,60974,416696
Nagpur,09,DISTRICT,Total,Nagpur,,1041544,4653570,2384975,2268595,497087,867713,437571,3673808,1868560,1654778,213782,2785010
Nagpur,09,DISTRICT,Urban,Nagpur,,701547,3178759,1626618,1552141,332124,633651,237417,2600829,1120561,1022448,98113,2058198
Nagpur,09,DISTRICT,Rural,Nagpur,,339997,1474811,758357,716454,164963,234062,200154,1072979,747999,632330,115669,726812
Bhandara,10,DISTRICT,Total,Bhandara,,278076,1200334,605520,594814,126025,200372,88886,899860,597305,413838,183467,603029
Bhandara,10,DISTRICT,Urban,Bhandara,,53143,233831,118036,115795,22764,45209,9943,191532,81218,65380,15838,152613
Bhandara,10,DISTRICT,Rural,Bhandara,,224933,966503,487484,479019,103261,155163,78943,708328,516087,348458,167629,450416
Gondiya,11,DISTRICT,Total,Gondiya,,292369,1322507,661554,660953,140365,175961,214253,1004243,665419,433962,231457,657088
Gondiya,11,DISTRICT,Urban,Gondiya,,48529,225930,113620,112310,22788,40568,12340,185822,81150,66246,14904,144780
Gondiya,11,DISTRICT,Rural,Gondiya,,243840,1096577,547934,548643,117577,135393,201913,818421,584269,367716,216553,512308
Gadchiroli,12,DISTRICT,Total,Gadchiroli,,250435,1072942,541328,531614,120272,120745,415306,708365,584237,392886,191351,488705
Gadchiroli,12,DISTRICT,Urban,Gadchiroli,,28022,118033,60038,57995,11751,18866,17040,94594,44127,34439,9688,73906
Gadchiroli,12,DISTRICT,Rural,Gadchiroli,,222413,954909,481290,473619,108521,101879,398266,613771,540110,358447,181663,414799
Chandrapur,13,DISTRICT,Total,Chandrapur,,536686,2204307,1123834,1080473,231316,348365,389441,1578615,1058172,804433,253739,1146135
Chandrapur,13,DISTRICT,Urban,Chandrapur,,180458,775378,397728,377650,76851,160722,65645,616221,260723,223223,37500,514655
Chandrapur,13,DISTRICT,Rural,Chandrapur,,356228,1428929,726106,702823,154465,187643,323796,962394,797449,581210,216239,631480
Yavatmal,14,DISTRICT,Total,Yavatmal,,646886,2772348,1419965,1352383,330180,328518,514057,2022574,1355999,1195100,160899,1416349
Yavatmal,14,DISTRICT,Urban,Yavatmal,,131384,598153,304817,293336,64879,78718,40305,486539,202677,183545,19132,395476
Yavatmal,14,DISTRICT,Rural,Yavatmal,,515502,2174195,1115148,1059047,265301,249800,473752,1536035,1153322,1011555,141767,1020873
Nanded,15,DISTRICT,Total,Nanded,,665434,3361292,1730075,1631217,459572,640483,281695,2189425,1493953,1317791,176162,1867339
Nanded,15,DISTRICT,Urban,Nanded,,171093,913898,471915,441983,118549,167049,39983,660108,293229,255652,37577,620669
Nanded,15,DISTRICT,Rural,Nanded,,494341,2447394,1258160,1189234,341023,473434,241712,1529317,1200724,1062139,138585,1246670
Hingoli,16,DISTRICT,Total,Hingoli,,228868,1177345,606294,571051,165716,182565,111954,790743,569182,514371,54811,608163
Hingoli,16,DISTRICT,Urban,Hingoli,,32613,178733,91864,86869,23936,20814,5215,132591,56592,50670,5922,122141
Hingoli,16,DISTRICT,Rural,Hingoli,,196255,998612,514430,484182,141780,161751,106739,658152,512590,463701,48889,486022
Parbhani,17,DISTRICT,Total,Parbhani,,361130,1836086,942870,893216,257320,247308,40514,1157814,822797,756417,66380,1013289
Parbhani,17,DISTRICT,Urban,Parbhani,,104731,569806,290984,278822,77358,74634,8364,394366,178660,158121,20539,391146
Parbhani,17,DISTRICT,Rural,Parbhani,,256399,1266280,651886,614394,179962,172674,32150,763448,644137,598296,45841,622143
Jalna,18,DISTRICT,Total,Jalna,,391701,1959046,1011473,947573,287338,272266,42263,1195523,930886,844492,86394,1028160
Jalna,18,DISTRICT,Urban,Jalna,,70793,377429,194194,183235,52435,45921,6387,264009,125582,108873,16709,251847
Jalna,18,DISTRICT,Rural,Jalna,,320908,1581617,817279,764338,234903,226345,35876,931514,805304,735619,69685,776313
Aurangabad,19,DISTRICT,Total,Aurangabad,,751915,3701282,1924469,1776813,532659,539368,143366,2503837,1575079,1446636,128443,2126203
Aurangabad,19,DISTRICT,Urban,Aurangabad,,330965,1620170,842644,777526,226295,292709,25296,1210507,530395,483835,46560,1089775
Aurangabad,19,DISTRICT,Rural,Aurangabad,,420950,2081112,1081825,999287,306364,246659,118070,1293330,1044684,962801,81883,1036428
Nashik,20,DISTRICT,Total,Nashik,,1222887,6107187,3157186,2950001,827935,554687,1564369,4345366,2763328,2523023,240305,3343859
Nashik,20,DISTRICT,Urban,Nashik,,545577,2597373,1352474,1244899,331875,323516,165089,2018934,901970,834938,67032,1695403
Nashik,20,DISTRICT,Rural,Nashik,,677310,3509814,1804712,1705102,496060,231171,1399280,2326432,1861358,1688085,173273,1648456
Thane,21,DISTRICT,Total,Thane,,2529165,11060148,5865078,5195070,1327146,730089,1542451,8227161,4492767,3930511,562256,6567381
Thane,21,DISTRICT,Urban,Thane,,1987566,8514678,4564942,3949736,962940,645107,277289,6687276,3323038,3045058,277980,5191640
Thane,21,DISTRICT,Rural,Thane,,541599,2545470,1300136,1245334,364206,84982,1265162,1539885,1169729,885453,284276,1375741
Mumbai Suburban,22,DISTRICT,Total,Mumbai Suburban,,2105604,9356962,5031323,4325639,930884,583302,104560,7575485,3735021,3515922,219099,5621941
Mumbai Suburban,22,DISTRICT,Urban,Mumbai Suburban,,2105604,9356962,5031323,4325639,930884,583302,104560,7575485,3735021,3515922,219099,5621941
