district,district_code,level,tru,entity_name,entity_code,No_HH,TOT_P,TOT_M,TOT_F,P_06,P_SC,P_ST,P_LIT,TOT_WORK_P,MAINWORK_P,MARGWORK_P,NON_WORK_P
Nandurbar,01,DISTRICT,Total,Nandurbar,,245421,1311709,663511,648198,230213,41412,859574,603221,610033,458321,151712,701676
Nandurbar,01,DISTRICT,Urban,Nandurbar,,35739,202673,104998,97675,28068,12950,31009,140233,59758,54936,4822,142915
Nandurbar,01,DISTRICT,Rural,Nandurbar,,209682,1109036,558513,550523,202145,28462,828565,462988,550275,403385,146890,558761
Dhule,02,DISTRICT,Total,Dhule,,324557,1707947,878372,829575,255231,109102,443564,1040837,737941,573496,164445,970006
Dhule,02,DISTRICT,Urban,Dhule,,80476,445885,232008,213877,62396,33515,23425,323900,128149,115135,13014,317736
Dhule,02,DISTRICT,Rural,Dhule,,244081,1262062,646364,615698,192835,75587,420139,716937,609792,458361,151431,652270
Jalgaon,03,DISTRICT,Total,Jalgaon,,732767,3682690,1905493,1777197,525668,286777,435951,2381376,1563983,1300086,263897,2118707
Jalgaon,03,DISTRICT,Urban,Jalgaon,,201187,1052794,548462,504332,139590,76625,44262,763614,313741,278621,35120,739053
Jalgaon,03,DISTRICT,Rural,Jalgaon,,531580,2629896,1357031,1272865,386078,210152,391689,1617762,1250242,1021465,228777,1379654
Buldana,04,DISTRICT,Total,Buldana,,445634,2232480,1147403,1085077,340294,241623,115156,1433889,1016015,908797,107218,1216465
Buldana,04,DISTRICT,Urban,Buldana,,87223,473383,244958,228425,68083,45858,9221,338496,142689,128900,13789,330694
Buldana,04,DISTRICT,Rural,Buldana,,358411,1759097,902445,856652,272211,195765,105935,1095393,873326,779897,93429,885771
Akola,05,DISTRICT,Total,Akola,,319947,1630239,841253,788986,235835,168447,100088,1135245,648243,582264,65979,981996
Akola,05,DISTRICT,Urban,Akola,,114085,627497,323788,303709,85993,53818,14548,463158,187041,172880,14161,440456
Akola,05,DISTRICT,Rural,Akola,,205862,1002742,517465,485277,149842,114629,85540,672087,461202,409384,51818,541540
Washim,06,DISTRICT,Total,Washim,,200958,1020216,526094,494122,160486,162663,70987,630763,455332,395651,59681,564884
Washim,06,DISTRICT,Urban,Washim,,30773,178445,92328,86117,26745,21281,3190,124984,51997,48440,3557,126448
Washim,06,DISTRICT,Rural,Washim,,170185,841771,433766,408005,133741,141382,67797,505779,403335,347211,56124,438436
Amravati,07,DISTRICT,Total,Amravati,,526230,2607160,1345614,1261546,357834,446623,356533,1856549,1095622,908363,187259,1511538
Amravati,07,DISTRICT,Urban,Amravati,,169212,899579,465227,434352,112182,128471,33911,698985,279448,252066,27382,620131
